1	3329827	3333490	OMOL01000001.1	5728806	5725134
1	6912034	6912462	OMOL01000001.1	8167589	8167174
1	9836508	9837581	OMOL01000001.1	1487871	1486770
1	12595772	12596254	OMOL01000001.1	2262425	2262933
1	12598007	12601253	OMOL01000001.1	2263629	2266958
1	12602282	12602980	OMOL01000001.1	2268022	2268730
1	16870175	16870964	OMOL01000001.1	2902410	2903186
1	17819915	17821264	OMOL01000001.1	1200952	1199605
1	3342441	3343055	OMOL01000003.1	11133168	11133782
1	4329895	4334397	OMOL01000003.1	12303243	12298742
1	5436912	5437789	OMOL01000003.1	6410561	6409692
1	6538417	6543536	OMOL01000003.1	10390536	10385428
1	6705651	6709326	OMOL01000003.1	11672351	11668740
1	7725325	7725853	OMOL01000003.1	5739534	5739010
1	12136631	12137685	OMOL01000003.1	10035143	10034090
1	12155805	12156765	OMOL01000005.1	1039815	1040771
1	14505319	14507037	OMOL01000005.1	1062728	1064474
1	14925482	14926963	OMOL01000005.1	1104252	1105730
1	15446832	15450679	OMOL01000005.1	1110070	1106215
1	15457028	15461509	OMOL01000005.1	1239894	1235400
1	15687714	15688282	OMOL01000005.1	11812793	11813358
1	22112757	22113280	OMOL01000005.1	3288308	3287783
1	7065526	7075764	OMOL01000009.1	11039496	11049695
1	17962800	18002176	OMOL01000009.1	12557286	12517875
1	18007662	18007990	OMOL01000009.1	12517660	12517326
1	18008507	18009051	OMOL01000009.1	12517334	12516789
1	18009513	18010250	OMOL01000009.1	12513442	12512703
1	18010415	18013161	OMOL01000009.1	12512697	12509970
1	18018424	18048932	OMOL01000009.1	12509728	12479269
1	18048926	18055301	OMOL01000009.1	12479078	12472688
1	18055297	18057230	OMOL01000009.1	12467864	12465926
1	18057225	18058279	OMOL01000009.1	12461224	12460165
1	18059369	18079514	OMOL01000009.1	12460175	12440057
1	18079863	18111009	OMOL01000009.1	12440057	12408919
1	18111172	18126611	OMOL01000009.1	12408919	12393503
1	18126964	18154459	OMOL01000009.1	12393488	12366021
1	18163468	18164944	OMOL01000009.1	12366024	12364552
1	18165288	18171024	OMOL01000009.1	12364208	12358457
1	18171016	18171624	OMOL01000009.1	12351361	12350788
1	18171621	18213818	OMOL01000009.1	12350528	12308359
1	18214616	18215148	OMOL01000009.1	12308367	12307840
1	18215148	18243920	OMOL01000009.1	12306969	12278163
1	18243917	18249222	OMOL01000009.1	12277620	12272309
1	18249214	18275974	OMOL01000009.1	12270190	12243421
1	18276419	18289266	OMOL01000009.1	12243407	12230545
1	18289252	18297475	OMOL01000009.1	12229448	12221156
1	18297472	18300270	OMOL01000009.1	12220265	12217475
1	18301141	18304718	OMOL01000009.1	12217475	12214064
1	18304713	18338692	OMOL01000009.1	12208806	12174850
1	18340250	18376708	OMOL01000009.1	12174858	12138410
1	18376708	18385682	OMOL01000009.1	12137811	12128912
1	18385789	18386407	OMOL01000009.1	12128769	12128145
1	18386409	18387488	OMOL01000009.1	4699171	4700251
1	18387487	18387890	OMOL01000009.1	12128151	12127758
1	18387930	18396013	OMOL01000009.1	12126612	12118517
1	18396028	18427243	OMOL01000009.1	12113436	12082203
1	18427238	18436963	OMOL01000009.1	12077411	12067679
1	18437323	18457133	OMOL01000009.1	12067576	12047767
1	18457138	18469406	OMOL01000009.1	12043470	12031186
1	18469406	18486684	OMOL01000009.1	12030062	12012834
1	18486938	18506841	OMOL01000009.1	12012877	11993112
1	18506846	18513541	OMOL01000009.1	11992453	11985780
1	18513417	18548085	OMOL01000009.1	11985737	11951163
1	18548389	18553118	OMOL01000009.1	11951171	11946472
1	18553626	18600515	OMOL01000009.1	11946469	11899622
1	18602040	18626691	OMOL01000009.1	11899626	11875006
1	18626691	18626813	OMOL01000009.1	11874901	11874780
1	18628334	18632143	OMOL01000009.1	11874601	11870737
1	18633794	18642744	OMOL01000009.1	11870742	11861824
1	18643726	18645392	OMOL01000009.1	11861824	11860155
1	18645499	18692242	OMOL01000009.1	11859498	11812752
1	18693238	18694972	OMOL01000009.1	11812759	11811023
1	18694969	18719352	OMOL01000009.1	11811244	11786815
1	18724018	18730491	OMOL01000009.1	11784698	11778250
1	18730571	18744951	OMOL01000009.1	11775672	11761240
1	18747047	18760897	OMOL01000009.1	11761240	11747404
1	18760889	18819793	OMOL01000009.1	11746622	11687686
1	18819793	18846384	OMOL01000009.1	11686841	11660225
1	18854884	18899078	OMOL01000009.1	11660227	11616043
1	18899079	18905511	OMOL01000009.1	11613533	11607106
1	18905506	18946767	OMOL01000009.1	11606763	11565524
1	18946758	18955612	OMOL01000009.1	11565317	11556487
1	18956631	18965550	OMOL01000009.1	11556491	11547572
1	18966899	18984189	OMOL01000009.1	11547586	11530238
1	18984186	19052903	OMOL01000009.1	11529830	11461100
1	19053896	19054394	OMOL01000009.1	11461108	11460615
1	19056565	19085100	OMOL01000009.1	11460534	11432025
1	19087234	19093768	OMOL01000009.1	11417416	11410875
1	19093762	19390638	OMOL01000009.1	11395648	11098942
1	19391081	19399797	OMOL01000009.1	11098947	11090289
1	19400103	19405581	OMOL01000009.1	11090288	11084791
1	19405616	19424679	OMOL01000009.1	11085077	11065962
1	19424854	19431393	OMOL01000009.1	11065960	11059346
1	19431390	19440798	OMOL01000009.1	11059112	11049695
1	19440649	19452817	OMOL01000009.1	11039279	11027143
1	19452877	19460277	OMOL01000009.1	11025332	11017923
1	19460471	19463443	OMOL01000009.1	11017925	11014932
1	19468020	19496295	OMOL01000009.1	11014930	10986745
1	19498169	19527593	OMOL01000009.1	10986748	10957267
1	19527585	19557628	OMOL01000009.1	10953492	10923535
1	19557628	19594050	OMOL01000009.1	10922936	10886455
1	19594047	19612487	OMOL01000009.1	10885939	10867419
1	19612801	19616274	OMOL01000009.1	10867417	10863942
1	19616018	19626811	OMOL01000009.1	10861596	10850787
1	19626992	19688545	OMOL01000009.1	10850787	10789322
1	19688540	19713477	OMOL01000009.1	10789147	10764198
1	19713468	19717745	OMOL01000009.1	10761660	10757325
1	19717745	19720218	OMOL01000009.1	10757211	10754744
1	19720414	19721731	OMOL01000009.1	10754727	10753405
1	19722452	19724756	OMOL01000009.1	10753413	10751106
1	19736587	19740762	OMOL01000009.1	10751103	10746914
1	19740766	19741359	OMOL01000009.1	10746333	10745736
1	19743670	19744381	OMOL01000009.1	6125845	6125138
1	19745287	19802993	OMOL01000009.1	10745419	10687790
1	19802985	19804910	OMOL01000009.1	10687010	10685090
1	19804937	19898242	OMOL01000009.1	10684966	10591719
1	19898481	19925911	OMOL01000009.1	10591716	10564232
1	19925812	19943629	OMOL01000009.1	10564139	10546307
1	19943643	20003596	OMOL01000009.1	10544887	10484953
1	20003595	20005970	OMOL01000009.1	10485149	10482747
1	20006178	20010481	OMOL01000009.1	10482510	10478146
1	20010481	20019088	OMOL01000009.1	10478032	10469443
1	20019116	20019862	OMOL01000009.1	10465301	10464553
1	20019887	20079100	OMOL01000009.1	10464380	10405124
1	20079105	20085160	OMOL01000009.1	10404320	10398278
1	20090667	20094117	OMOL01000009.1	10397986	10394635
1	20094438	20106641	OMOL01000009.1	10394613	10382452
1	20106898	20112026	OMOL01000009.1	10382470	10377343
1	20133687	20141873	OMOL01000009.1	10369219	10361040
1	20142745	20153079	OMOL01000009.1	10360903	10350641
1	20153110	20154055	OMOL01000009.1	10350492	10349490
1	20154312	20166671	OMOL01000009.1	10349492	10337067
1	20167554	20172061	OMOL01000009.1	10337067	10332574
1	20172916	20174343	OMOL01000009.1	10331785	10330350
1	20175153	20179185	OMOL01000009.1	10330359	10326341
1	20179177	20206636	OMOL01000009.1	10325662	10298200
1	20206875	20475428	OMOL01000009.1	10298196	10029597
1	20475430	20475918	OMOL01000009.1	10029439	10028951
1	20475910	20508837	OMOL01000009.1	10028789	9995843
1	20509421	20513555	OMOL01000009.1	9995843	9991711
1	20514595	20682339	OMOL01000009.1	9960304	9792372
1	20682335	20799639	OMOL01000009.1	9787670	9670257
1	20799605	20815561	OMOL01000009.1	9670611	9654610
1	20816419	20816812	OMOL01000009.1	9654595	9654200
1	20817050	20818398	OMOL01000009.1	9654195	9652822
1	20821381	20823642	OMOL01000009.1	9651166	9648949
1	20828352	20834619	OMOL01000009.1	9648732	9642384
1	20834620	20908225	OMOL01000009.1	9641708	9568020
1	20908349	20940732	OMOL01000009.1	9568010	9535686
1	20944034	20959018	OMOL01000009.1	9532379	9517351
1	20959649	20979442	OMOL01000009.1	9517331	9497542
1	20980833	21063469	OMOL01000009.1	9497550	9414913
1	21063475	21064192	OMOL01000009.1	9414551	9413832
1	21064192	21069907	OMOL01000009.1	9413652	9408048
1	21070867	21071730	OMOL01000009.1	9408019	9407139
1	21072125	21075709	OMOL01000009.1	9403901	9400371
1	21075720	21098560	OMOL01000009.1	9400088	9377267
1	21098551	21108813	OMOL01000009.1	9367713	9357531
1	21111388	21124507	OMOL01000009.1	9357518	9344382
1	21126201	21126512	OMOL01000009.1	9342771	9342464
1	21128037	21131761	OMOL01000009.1	9342143	9338371
1	21132095	21145440	OMOL01000009.1	9338375	9325049
1	21145597	21149839	OMOL01000009.1	9325049	9320818
1	21149831	21167285	OMOL01000009.1	9310211	9292749
1	21167387	21168946	OMOL01000009.1	9280364	9278746
1	21169106	21173242	OMOL01000009.1	9278743	9274625
1	21173449	21177893	OMOL01000009.1	9273827	9269339
1	21177885	21181046	OMOL01000009.1	9259223	9256012
1	21181043	21182181	OMOL01000009.1	9254789	9253659
1	21182181	21185440	OMOL01000009.1	9253571	9250308
1	21185432	21244323	OMOL01000009.1	9246682	9187752
1	21249199	21268436	OMOL01000009.1	9187756	9168473
1	21308379	21313464	OMOL01000009.1	9145646	9140568
1	21313466	21318770	OMOL01000009.1	9139405	9134172
1	21319691	21339051	OMOL01000009.1	9133378	9114054
1	21339042	21341783	OMOL01000009.1	9103228	9100483
1	21341602	21342530	OMOL01000009.1	9099808	9100768
1	21342276	21346161	OMOL01000009.1	9099990	9096141
1	21351041	21354967	OMOL01000009.1	9096146	9092210
1	21354952	21375547	OMOL01000009.1	9091851	9071297
1	21375547	21406776	OMOL01000009.1	9069262	9037972
1	21407182	21430952	OMOL01000009.1	9037970	9014204
1	21430983	21438984	OMOL01000009.1	9013881	9005886
1	21438982	21450142	OMOL01000009.1	9005326	8994124
1	21456094	21456443	OMOL01000009.1	8994074	8993716
1	21457638	21462803	OMOL01000009.1	8993687	8988512
1	21463416	21502196	OMOL01000009.1	8988482	8949665
1	21502191	21507769	OMOL01000009.1	8949483	8943945
1	21508043	21509605	OMOL01000009.1	8943937	8942433
1	21511538	21512361	OMOL01000009.1	8942088	8941264
1	21512361	21522461	OMOL01000009.1	8941145	8931034
1	21533511	21537857	OMOL01000009.1	8914238	8909896
1	21537849	21584781	OMOL01000009.1	8908714	8861843
1	21585369	21615297	OMOL01000009.1	8863026	8833082
1	21616150	21627254	OMOL01000009.1	8833082	8822032
1	21627625	21628656	OMOL01000009.1	8820930	8819904
1	21628869	21630424	OMOL01000009.1	8819823	8818268
1	21631193	21634726	OMOL01000009.1	8817532	8813956
1	21634726	21638629	OMOL01000009.1	8809993	8806110
1	21638629	21660568	OMOL01000009.1	8804015	8782181
1	21660575	21667978	OMOL01000009.1	8781903	8774599
1	21668199	21675250	OMOL01000009.1	8773450	8766469
1	21675870	21682019	OMOL01000009.1	8766201	8760052
1	21682130	21682417	OMOL01000009.1	8760052	8759765
1	21682417	21699687	OMOL01000009.1	8759653	8742364
1	21699897	21700874	OMOL01000009.1	8742189	8741331
1	21706033	21717801	OMOL01000009.1	8741444	8729737
1	21719184	21723530	OMOL01000009.1	8729047	8724734
1	21723515	21731632	OMOL01000009.1	8717274	8709191
1	21732232	21741782	OMOL01000009.1	8709190	8699668
1	21744195	21746121	OMOL01000009.1	8699676	8697738
1	21746122	21747507	OMOL01000009.1	8695017	8693642
1	21753545	21754261	OMOL01000009.1	8693051	8692346
1	21759473	21764904	OMOL01000009.1	8690070	8684533
1	21765057	21769556	OMOL01000009.1	8684532	8679981
1	21846432	21853666	OMOL01000009.1	8675794	8668535
1	21854227	21857945	OMOL01000009.1	8666819	8663109
1	21859371	21870750	OMOL01000009.1	8661993	8650627
1	21870942	21871454	OMOL01000009.1	8650618	8650106
1	21871446	21911639	OMOL01000009.1	8648924	8608699
1	21912346	21913403	OMOL01000009.1	8608499	8607501
1	21913545	21918435	OMOL01000009.1	8607293	8602412
1	21918984	21932077	OMOL01000009.1	8602412	8589293
1	21936292	22007162	OMOL01000009.1	8579226	8508395
1	22007168	22007736	OMOL01000009.1	8501876	8501307
1	22007759	22010218	OMOL01000009.1	8501072	8498576
1	22010619	22011074	OMOL01000009.1	8498528	8498080
1	22011185	22023849	OMOL01000009.1	8495635	8482994
1	22023849	22041960	OMOL01000009.1	8481822	8463721
1	22041949	22059073	OMOL01000009.1	8463015	8445918
1	22059131	22063586	OMOL01000009.1	8445357	8440904
1	22063690	22069237	OMOL01000009.1	8440792	8435243
1	22069850	22075073	OMOL01000009.1	8435256	8430012
1	22075322	22100644	OMOL01000009.1	8429993	8404748
1	22106639	22107294	OMOL01000009.1	8404727	8404083
1	22107476	22108909	OMOL01000009.1	8404083	8402663
1	22108924	22111977	OMOL01000009.1	8402313	8399314
1	22113279	22113665	OMOL01000009.1	8399324	8398935
1	22113761	22165446	OMOL01000009.1	8398555	8346969
1	22166038	22232328	OMOL01000009.1	8346967	8280652
1	22232964	22244469	OMOL01000009.1	8280654	8269290
1	22244465	22244945	OMOL01000009.1	8267896	8267425
1	22244945	22245758	OMOL01000009.1	8267108	8266295
1	22245761	22246295	OMOL01000009.1	8265561	8265021
1	22246293	22274476	OMOL01000009.1	8262653	8234499
1	22274468	22294280	OMOL01000009.1	8226277	8206465
1	22294289	22298369	OMOL01000009.1	8206253	8202201
1	22303830	22334289	OMOL01000009.1	8202203	8171791
1	22334304	22351556	OMOL01000009.1	8171392	8154156
1	22351709	22357011	OMOL01000009.1	8153511	8148213
1	22358072	22362914	OMOL01000009.1	8148224	8143369
1	22363243	22372617	OMOL01000009.1	8143369	8133948
1	22372774	22373725	OMOL01000009.1	8133944	8133052
1	22373725	22391973	OMOL01000009.1	8132479	8114296
1	22391973	22407923	OMOL01000009.1	8113677	8097702
1	22407915	22414681	OMOL01000009.1	8088310	8081466
1	22414687	22498853	OMOL01000009.1	8081177	7996780
1	22499343	22500110	OMOL01000009.1	7996392	7995636
1	22502876	22503527	OMOL01000009.1	7995519	7994867
1	22503879	22545755	OMOL01000009.1	7994871	7953183
1	22545755	22550622	OMOL01000009.1	7951861	7947008
1	22550767	22554741	OMOL01000009.1	7945884	7941898
1	22555100	22556032	OMOL01000009.1	7941902	7940969
1	22557633	22560667	OMOL01000009.1	7886499	7889502
1	22562152	22562655	OMOL01000009.1	7889513	7889999
1	22563704	22577988	OMOL01000009.1	7890011	7904200
1	22578790	22604533	OMOL01000009.1	7904198	7929931
1	22604729	22606556	OMOL01000009.1	7929921	7931741
1	22606918	22607923	OMOL01000009.1	7932110	7933058
1	22607517	22611017	OMOL01000009.1	7937417	7940926
1	22616167	22620588	OMOL01000009.1	7886249	7881778
1	22622386	22682696	OMOL01000009.1	7881350	7821073
1	22686742	22689301	OMOL01000009.1	7820904	7818319
1	22689696	22693948	OMOL01000009.1	7813630	7809387
1	22699383	22716243	OMOL01000009.1	7809302	7792483
1	22716245	22719792	OMOL01000009.1	7792360	7788841
1	22719792	22731399	OMOL01000009.1	7788743	7777164
1	22731406	22732014	OMOL01000009.1	7776965	7776322
1	22732359	22736731	OMOL01000009.1	7776320	7771960
1	22737229	22740319	OMOL01000009.1	7771954	7768770
1	22740444	22742042	OMOL01000009.1	7768768	7767157
1	22743460	22750268	OMOL01000009.1	7767044	7760271
1	22750265	22750860	OMOL01000009.1	7754942	7754347
1	22751711	22763366	OMOL01000009.1	7754024	7742348
1	22763965	22765908	OMOL01000009.1	7741579	7739664
1	22765898	22775861	OMOL01000009.1	7738775	7728770
1	22776604	22778333	OMOL01000009.1	7727972	7726293
1	22779073	22796030	OMOL01000009.1	7723669	7706805
1	22796998	22797805	OMOL01000009.1	7706750	7705913
1	22798014	22843934	OMOL01000009.1	7705911	7659948
1	22846819	22849787	OMOL01000009.1	7650151	7647182
1	22855895	22866874	OMOL01000009.1	7643313	7632335
1	22867122	22872196	OMOL01000009.1	7632331	7627287
1	22873855	22874336	OMOL01000009.1	7627178	7626686
1	22874382	22876254	OMOL01000009.1	7623798	7621941
1	22876246	22890479	OMOL01000009.1	7619389	7605098
1	22890708	22896959	OMOL01000009.1	7605092	7598736
1	22898698	22910636	OMOL01000009.1	7597792	7585895
1	22911106	22914191	OMOL01000009.1	7585872	7582762
1	22914500	22931656	OMOL01000009.1	7580958	7563855
1	22932549	22944547	OMOL01000009.1	7563864	7551842
